Number	Associated	TaxRank	MinScore	NextMaxScore
22084	Dyoxipapillomavirus	Genus	212:02:00	
25110	Chlorovirus	Genus	158:06:00	
25059	Chlorovirus	Genus	157:01:00	
11409	Betabaculovirus	Genus	202:02:00	
2855	Whispovirus	Genus	305:09:00	
25592	Lomovskayavirus	Genus	118:08:00	
2637	Whispovirus	Genus	165:02:00	
2633	Whispovirus	Genus	139:04:00	
21794	Cepunavirus	Genus	208:02:00	
30706	Ithacavirus	Genus	267:05:00	
9395	Mardivirus	Genus	232:09:00	
10296	Vhmlvirus	Genus	240:04:00	
2866	Whispovirus	Genus	265:07:00	
30664	Betaentomopoxvirus	Genus	108:09:00	
18542	Siminovitchvirus	Genus	219:07:00	
23463	Gordtnkvirus	Genus	96:09:00	
12088	Alphabaculovirus	Genus	221:05:00	40:03:00
10412	Firehammervirus	Genus	171:03:00	
28135	Nyavirus	Genus	286:01:00	
18595	Siminovitchvirus	Genus	244:06:00	
1812	Mardivirus	Genus	108:02:00	
25180	Chlorovirus	Genus	178:02:00	
2665	Whispovirus	Genus	159:05:00	
23491	Gordtnkvirus	Genus	145:08:00	
16215	Schizotequatrovirus	Genus	157:09:00	
25359	Chlorovirus	Genus	134:00:00	
18613	Siminovitchvirus	Genus	294:06:00	
27112	Gammabaculovirus	Genus	151:05:00	
16230	Schizotequatrovirus	Genus	58:05:00	
23811	Felixounavirus	Genus	129:08:00	
2632	Whispovirus	Genus	197:07:00	
27105	Gammabaculovirus	Genus	113:08:00	
17444	Mimivirus	Genus	197:08:00	
27109	Gammabaculovirus	Genus	113:06:00	
22830	Muromegalovirus	Genus	154:05:00	
8894	Cytomegalovirus	Genus	196:07:00	
11415	Betabaculovirus	Genus	389:03:00	
25214	Chlorovirus	Genus	191:02:00	
21798	Cepunavirus	Genus	448:07:00	
10508	Alphapolyomavirus	Genus	151:02:00	
21797	Cepunavirus	Genus	271:03:00	
4356	Cyprinivirus	Genus	168:00:00	
27099	Gammabaculovirus	Genus	175:07:00	
10411	Firehammervirus	Genus	38:01:00	
21564	Ranavirus	Genus	172:03:00	
2639	Whispovirus	Genus	221:02:00	
25947	Yatapoxvirus	Genus	133:02:00	
2847	Whispovirus	Genus	175:03:00	
14809	Mardivirus	Genus	113:02:00	33:05:00
18641	Siminovitchvirus	Genus	102:09:00	
13015	Schizotequatrovirus	Genus	113:03:00	
21790	Cepunavirus	Genus	171:02:00	
27091	Gammabaculovirus	Genus	343:08:00	
22871	Muromegalovirus	Genus	176:08:00	
2907	Whispovirus	Genus	196:09:00	
15633	Iltovirus	Genus	201:02:00	
2827	Whispovirus	Genus	227:06:00	
14797	Mardivirus	Genus	168:08:00	
27113	Gammabaculovirus	Genus	141:03:00	
8918	Cytomegalovirus	Genus	222:05:00	
22857	Muromegalovirus	Genus	194:09:00	
25763	Alphabaculovirus	Genus	388:01:00	387:08:00
2831	Whispovirus	Genus	192:07:00	
25271	Chlorovirus	Genus	160:00:00	
18508	Siminovitchvirus	Genus	130:09:00	
2621	Whispovirus	Genus	199:02:00	
27102	Gammabaculovirus	Genus	194:00:00	
6476	Alphatectivirus	Genus	42:06:00	
2587	Whispovirus	Genus	483:06:00	
2807	Whispovirus	Genus	217:00:00	
9013	Cytomegalovirus	Genus	200:00:00	
25239	Chlorovirus	Genus	152:08:00	
27117	Gammabaculovirus	Genus	220:04:00	
24623	Xiamenvirus	Genus	162:00:00	
22161	Betabaculovirus	Genus	121:04:00	
23445	Gordtnkvirus	Genus	139:07:00	
17198	Alphabaculovirus	Genus	134:07:00	53:09:00
30730	Homburgvirus	Genus	107:04:00	
2739	Whispovirus	Genus	163:03:00	
18293	Proboscivirus	Genus	55:01:00	
15612	Iltovirus	Genus	141:07:00	
28136	Nyavirus	Genus	226:04:00	
28849	Seunavirus	Genus	107:08:00	
11423	Betabaculovirus	Genus	347:07:00	
2666	Whispovirus	Genus	145:02:00	
21808	Cepunavirus	Genus	206:05:00	
4212	Cyprinivirus	Genus	46:02:00	
6261	Sobemovirus	Genus	220:02:00	
23416	Gordtnkvirus	Genus	74:01:00	
18298	Proboscivirus	Genus	186:04:00	
1909	Detrevirus	Genus	485:07:00	468:06:00
10284	Vhmlvirus	Genus	154:01:00	151:07:00
23466	Gordtnkvirus	Genus	205:01:00	
9423	Mardivirus	Genus	180:08:00	
2838	Whispovirus	Genus	365:06:00	
27654	Chlorovirus	Genus	124:00:00	
18520	Siminovitchvirus	Genus	142:04:00	
25325	Chlorovirus	Genus	172:01:00	
20831	Gammacoronavirus	Genus	143:08:00	
2582	Whispovirus	Genus	245:05:00	
23116	Pecentumvirus	Genus	170:07:00	
2783	Whispovirus	Genus	164:00:00	
27265	Triavirus	Genus	372:02:00	
25247	Chlorovirus	Genus	213:07:00	
27101	Gammabaculovirus	Genus	524:01:00	
21792	Cepunavirus	Genus	324:01:00	39:01:00
17934	Skunavirus	Genus	185:08:00	35:00:00
24109	Emdodecavirus	Genus	139:08:00	
22186	Betabaculovirus	Genus	132:06:00	
25053	Chlorovirus	Genus	151:07:00	
23952	Emdodecavirus	Genus	156:06:00	
2761	Whispovirus	Genus	161:07:00	
10417	Firehammervirus	Genus	119:00:00	
9018	Cytomegalovirus	Genus	392:06:00	
24025	Emdodecavirus	Genus	170:03:00	
22882	Muromegalovirus	Genus	877:09:00	65:02:00
22817	Muromegalovirus	Genus	128:06:00	78:03:00
10380	Firehammervirus	Genus	183:04:00	
2845	Whispovirus	Genus	212:00:00	67:02:00
1402	Rhadinovirus	Genus	103:03:00	
23919	Emdodecavirus	Genus	165:04:00	
2775	Whispovirus	Genus	156:04:00	
2720	Whispovirus	Genus	235:02:00	
23302	Slashvirus	Genus	108:03:00	
10442	Firehammervirus	Genus	134:05:00	
9791	Alphabaculovirus	Genus	168:00:00	
24070	Emdodecavirus	Genus	202:00:00	
10301	Vhmlvirus	Genus	128:08:00	119:09:00
14803	Mardivirus	Genus	174:03:00	50:07:00
10328	Firehammervirus	Genus	263:08:00	
18494	Siminovitchvirus	Genus	164:03:00	50:02:00
17197	Alphabaculovirus	Genus	200:04:00	
19113	Pandoravirus	Genus	429:03:00	
20033	Marseillevirus	Genus	171:07:00	
4208	Cyprinivirus	Genus	333:01:00	
4328	Cyprinivirus	Genus	351:01:00	
22632	Gaprivervirus	Genus	181:09:00	
2854	Whispovirus	Genus	163:05:00	
20826	Gammacoronavirus	Genus	265:00:00	35:03:00
30657	Betaentomopoxvirus	Genus	150:06:00	
25946	Yatapoxvirus	Genus	93:06:00	34:00:00
2609	Whispovirus	Genus	169:09:00	38:03:00
23441	Gordtnkvirus	Genus	143:02:00	32:07:00
24105	Emdodecavirus	Genus	156:01:00	
8963	Cytomegalovirus	Genus	349:04:00	
8866	Cytomegalovirus	Genus	335:07:00	
10422	Firehammervirus	Genus	156:07:00	
2789	Whispovirus	Genus	173:01:00	
2950	Betanudivirus	Genus	586:02:00	35:02:00
8962	Cytomegalovirus	Genus	217:04:00	
10374	Firehammervirus	Genus	135:06:00	
19144	Pandoravirus	Genus	515:05:00	
30718	Ithacavirus	Genus	73:03:00	
23484	Gordtnkvirus	Genus	130:05:00	41:02:00
2764	Whispovirus	Genus	166:08:00	
8950	Cytomegalovirus	Genus	127:03:00	
23961	Emdodecavirus	Genus	172:06:00	
6487	Mardivirus	Genus	50:07:00	
24076	Emdodecavirus	Genus	273:01:00	
6615	Alphanecrovirus	Genus	145:06:00	
19243	Pandoravirus	Genus	148:04:00	
18774	Orthopoxvirus	Genus	49:01:00	
2656	Whispovirus	Genus	128:06:00	
14902	Fromanvirus	Genus	128:08:00	57:09:00
18916	Pandoravirus	Genus	264:02:00	
2765	Whispovirus	Genus	176:01:00	
8910	Cytomegalovirus	Genus	218:04:00	45:00:00
14784	Mardivirus	Genus	225:02:00	32:05:00
18485	Siminovitchvirus	Genus	182:05:00	59:02:00
2832	Whispovirus	Genus	213:05:00	
2849	Whispovirus	Genus	210:00:00	
23469	Gordtnkvirus	Genus	246:03:00	35:07:00
2635	Whispovirus	Genus	202:08:00	
19565	Pandoravirus	Genus	99:08:00	
29208	Certrevirus	Genus	147:08:00	
22828	Muromegalovirus	Genus	313:00:00	48:09:00
2799	Whispovirus	Genus	249:01:00	
22252	Deltaarterivirus	Genus	213:03:00	42:00:00
19094	Pandoravirus	Genus	74:09:00	
18591	Siminovitchvirus	Genus	122:07:00	34:05:00
22498	Percavirus	Genus	156:05:00	
2919	Whispovirus	Genus	216:09:00	
14758	Omegavirus	Genus	125:02:00	
24517	Patiencevirus	Genus	138:00:00	105:07:00
10378	Firehammervirus	Genus	145:07:00	
28826	Seunavirus	Genus	353:03:00	
31108	Bastillevirus	Genus	186:09:00	
9000	Cytomegalovirus	Genus	227:05:00	33:07:00
24015	Emdodecavirus	Genus	162:06:00	
14825	Mardivirus	Genus	1293:05:00	
2809	Whispovirus	Genus	324:06:00	65:05:00
18525	Siminovitchvirus	Genus	100:03:00	34:05:00
9022	Cytomegalovirus	Genus	202:01:00	
10414	Firehammervirus	Genus	152:01:00	
2746	Whispovirus	Genus	183:05:00	
25152	Chlorovirus	Genus	150:07:00	32:06:00
23415	Gordtnkvirus	Genus	102:03:00	33:09:00
20281	Marseillevirus	Genus	32:05:00	
23278	Slashvirus	Genus	135:06:00	
18600	Siminovitchvirus	Genus	330:08:00	44:02:00
30674	Betaentomopoxvirus	Genus	133:01:00	56:03:00
31044	Caeruleovirus	Genus	189:03:00	
10435	Firehammervirus	Genus	161:06:00	
18500	Siminovitchvirus	Genus	239:06:00	
21003	Agatevirus	Genus	123:01:00	
24035	Emdodecavirus	Genus	186:01:00	
24049	Emdodecavirus	Genus	569:06:00	
2732	Whispovirus	Genus	246:02:00	
2624	Whispovirus	Genus	298:04:00	
19519	Pandoravirus	Genus	533:01:00	
14291	Kostyavirus	Genus	100:05:00	
2723	Whispovirus	Genus	179:06:00	
10287	Vhmlvirus	Genus	183:06:00	164:04:00
24133	Emdodecavirus	Genus	162:06:00	
19459	Pandoravirus	Genus	616:09:00	
19210	Pandoravirus	Genus	167:06:00	
20122	Marseillevirus	Genus	133:02:00	
24428	Betaentomopoxvirus	Genus	1441:00:00	896:08:00
19292	Pandoravirus	Genus	238:00:00	
23981	Emdodecavirus	Genus	379:04:00	
21891	Potyvirus	Genus	129:08:00	
10394	Firehammervirus	Genus	131:04:00	
27315	Alphasphaerolipovirus	Genus	215:00:00	
11602	Oscivirus	Genus	233:04:00	
27581	Chlorovirus	Genus	124:07:00	
18608	Siminovitchvirus	Genus	115:07:00	37:03:00
24111	Emdodecavirus	Genus	127:01:00	
27807	Betalipothrixvirus	Genus	214:09:00	
2727	Whispovirus	Genus	179:06:00	
2643	Whispovirus	Genus	123:01:00	
13021	Schizotequatrovirus	Genus	152:05:00	
11783	Muromegalovirus	Genus	177:04:00	
23249	Slashvirus	Genus	95:06:00	
23294	Slashvirus	Genus	146:01:00	
2833	Whispovirus	Genus	313:02:00	
11599	Oscivirus	Genus	117:09:00	
14777	Mardivirus	Genus	193:05:00	
2660	Whispovirus	Genus	183:02:00	
10382	Firehammervirus	Genus	144:06:00	
15670	Iltovirus	Genus	201:06:00	
22876	Muromegalovirus	Genus	129:03:00	
16100	Casadabanvirus	Genus	204:07:00	
11448	Betabaculovirus	Genus	83:04:00	32:07:00
18482	Siminovitchvirus	Genus	153:07:00	33:03:00
1403	Rhadinovirus	Genus	171:04:00	
2852	Whispovirus	Genus	173:01:00	
26958	Lessievirus	Genus	99:08:00	
25832	Betaentomopoxvirus	Genus	139:09:00	
2914	Whispovirus	Genus	191:03:00	
11374	Phifelvirus	Genus	91:08:00	85:09:00
22880	Muromegalovirus	Genus	185:07:00	41:07:00
2645	Whispovirus	Genus	191:01:00	
19423	Pandoravirus	Genus	381:09:00	
19527	Pandoravirus	Genus	96:02:00	
24033	Emdodecavirus	Genus	61:03:00	
25196	Chlorovirus	Genus	63:03:00	
9027	Cytomegalovirus	Genus	132:08:00	
10469	Firehammervirus	Genus	285:02:00	
9926	Ranavirus	Genus	119:00:00	
2763	Whispovirus	Genus	169:04:00	31:06:00
24063	Emdodecavirus	Genus	393:07:00	
24081	Emdodecavirus	Genus	123:06:00	
17201	Alphabaculovirus	Genus	107:08:00	
23971	Emdodecavirus	Genus	332:05:00	
20026	Marseillevirus	Genus	86:04:00	
13248	Polerovirus	Genus	52:08:00	
23303	Slashvirus	Genus	101:01:00	
2815	Whispovirus	Genus	157:09:00	40:09:00
12098	Alphabaculovirus	Genus	35:02:00	
15062	Cytomegalovirus	Genus	120:09:00	
1935	Detrevirus	Genus	321:09:00	272:01:00
22497	Percavirus	Genus	95:03:00	
19425	Pandoravirus	Genus	253:09:00	
14773	Mardivirus	Genus	139:05:00	
8366	Ranavirus	Genus	167:06:00	111:05:00
27693	Pahexavirus	Genus	165:01:00	
22628	Gaprivervirus	Genus	146:07:00	
4247	Cyprinivirus	Genus	711:08:00	
2826	Whispovirus	Genus	181:05:00	
14822	Mardivirus	Genus	255:02:00	
20075	Marseillevirus	Genus	121:08:00	
21795	Cepunavirus	Genus	105:01:00	41:02:00
23434	Gordtnkvirus	Genus	112:07:00	34:02:00
24088	Emdodecavirus	Genus	132:07:00	
9032	Cytomegalovirus	Genus	191:07:00	
1401	Rhadinovirus	Genus	105:07:00	37:04:00
27805	Betalipothrixvirus	Genus	414:04:00	
4180	Cyprinivirus	Genus	103:04:00	44:07:00
25599	Lomovskayavirus	Genus	135:04:00	
28712	Chloriridovirus	Genus	221:01:00	
11417	Betabaculovirus	Genus	83:08:00	50:05:00
2869	Whispovirus	Genus	186:01:00	
22854	Muromegalovirus	Genus	133:09:00	32:07:00
27311	Alphasphaerolipovirus	Genus	239:01:00	
10475	Firehammervirus	Genus	160:00:00	
20208	Marseillevirus	Genus	132:01:00	
29358	Homburgvirus	Genus	93:01:00	
2784	Whispovirus	Genus	208:09:00	32:06:00
23917	Emdodecavirus	Genus	92:06:00	
14785	Mardivirus	Genus	129:08:00	
10330	Firehammervirus	Genus	119:00:00	
23452	Gordtnkvirus	Genus	134:02:00	37:05:00
27812	Betalipothrixvirus	Genus	614:05:00	
18498	Siminovitchvirus	Genus	816:06:00	
18515	Siminovitchvirus	Genus	164:08:00	
2830	Whispovirus	Genus	168:08:00	35:04:00
21027	Agatevirus	Genus	226:03:00	
27092	Gammabaculovirus	Genus	318:05:00	36:06:00
10351	Firehammervirus	Genus	495:03:00	
8875	Cytomegalovirus	Genus	248:05:00	47:09:00
10468	Firehammervirus	Genus	134:05:00	
23313	Slashvirus	Genus	43:04:00	
24065	Emdodecavirus	Genus	300:03:00	
16783	Bovispumavirus	Genus	183:00:00	
27093	Gammabaculovirus	Genus	388:05:00	33:00:00
23741	Emdodecavirus	Genus	107:04:00	
25221	Chlorovirus	Genus	40:05:00	
9782	Alphabaculovirus	Genus	935:07:00	
20491	Marseillevirus	Genus	188:07:00	
18638	Siminovitchvirus	Genus	156:01:00	32:05:00
23912	Emdodecavirus	Genus	116:08:00	
28741	Chloriridovirus	Genus	70:05:00	
25141	Chlorovirus	Genus	89:07:00	
27800	Betalipothrixvirus	Genus	269:03:00	
8897	Cytomegalovirus	Genus	188:00:00	
3552	Avipoxvirus	Genus	89:07:00	
17267	Deltapapillomavirus	Genus	156:02:00	
2819	Whispovirus	Genus	140:01:00	42:01:00
23926	Emdodecavirus	Genus	206:01:00	
18553	Siminovitchvirus	Genus	107:01:00	32:07:00
2825	Whispovirus	Genus	184:08:00	
27103	Gammabaculovirus	Genus	155:06:00	49:02:00
2771	Whispovirus	Genus	155:02:00	70:09:00
6533	Megalocytivirus	Genus	109:09:00	
28743	Chloriridovirus	Genus	145:00:00	
4207	Cyprinivirus	Genus	439:06:00	36:08:00
18619	Siminovitchvirus	Genus	186:05:00	32:05:00
2652	Whispovirus	Genus	161:02:00	
12087	Alphabaculovirus	Genus	149:05:00	
26572	Xipdecavirus	Genus	116:00:00	53:06:00
6483	Orthopoxvirus	Genus	142:08:00	
22089	Fromanvirus	Genus	182:03:00	
2797	Whispovirus	Genus	183:05:00	
25248	Chlorovirus	Genus	165:02:00	33:06:00
26433	Oshimavirus	Genus	155:07:00	136:03:00
2702	Whispovirus	Genus	459:05:00	
18374	Proboscivirus	Genus	989:04:00	
27544	Tulanevirus	Genus	34:05:00	
30703	Ithacavirus	Genus	102:00:00	
10420	Firehammervirus	Genus	225:09:00	
2718	Whispovirus	Genus	136:01:00	
23948	Emdodecavirus	Genus	89:03:00	
20974	Agatevirus	Genus	488:00:00	
8817	Orthopoxvirus	Genus	114:02:00	
4330	Cyprinivirus	Genus	517:06:00	43:05:00
20977	Agatevirus	Genus	467:07:00	
21002	Agatevirus	Genus	295:09:00	
10466	Firehammervirus	Genus	168:04:00	
28760	Chloriridovirus	Genus	106:03:00	54:02:00
23063	Kuravirus	Genus	54:03:00	
23947	Emdodecavirus	Genus	110:06:00	
23266	Slashvirus	Genus	80:05:00	
10392	Firehammervirus	Genus	177:09:00	
2719	Whispovirus	Genus	207:08:00	
17158	Alphabaculovirus	Genus	160:02:00	
8946	Cytomegalovirus	Genus	311:02:00	
20982	Agatevirus	Genus	246:09:00	
24097	Emdodecavirus	Genus	254:07:00	
2626	Whispovirus	Genus	156:04:00	
22881	Muromegalovirus	Genus	204:06:00	41:02:00
2844	Whispovirus	Genus	279:04:00	
23269	Slashvirus	Genus	140:00:00	
10438	Firehammervirus	Genus	129:02:00	
2860	Whispovirus	Genus	158:08:00	58:04:00
2603	Whispovirus	Genus	342:00:00	
22865	Muromegalovirus	Genus	32:00:00	
2812	Whispovirus	Genus	201:04:00	
21017	Agatevirus	Genus	265:08:00	
27312	Alphasphaerolipovirus	Genus	169:06:00	
2801	Whispovirus	Genus	152:07:00	
2835	Whispovirus	Genus	210:06:00	
10956	Bixzunavirus	Genus	71:04:00	
6259	Sobemovirus	Genus	208:07:00	34:05:00
24108	Emdodecavirus	Genus	107:06:00	
23945	Emdodecavirus	Genus	107:08:00	
4370	Cyprinivirus	Genus	136:03:00	80:09:00
2713	Whispovirus	Genus	163:02:00	
19550	Pandoravirus	Genus	1096:04:00	
30900	Chloriridovirus	Genus	41:01:00	
8902	Cytomegalovirus	Genus	304:06:00	
13211	Mimivirus	Genus	122:09:00	
23295	Slashvirus	Genus	106:08:00	
9398	Mardivirus	Genus	224:00:00	
8952	Cytomegalovirus	Genus	202:02:00	32:06:00
20788	Rogunavirus	Genus	167:02:00	53:04:00
9414	Mardivirus	Genus	45:09:00	31:09:00
23256	Slashvirus	Genus	92:03:00	
20993	Agatevirus	Genus	101:01:00	
2607	Whispovirus	Genus	188:07:00	37:02:00
27799	Betalipothrixvirus	Genus	129:00:00	
8928	Cytomegalovirus	Genus	218:07:00	
2824	Whispovirus	Genus	220:07:00	
23489	Gordtnkvirus	Genus	130:04:00	37:03:00
26566	Xipdecavirus	Genus	209:00:00	163:09:00
18399	Begomovirus	Genus	58:06:00	
24018	Emdodecavirus	Genus	116:08:00	
6258	Sobemovirus	Genus	332:06:00	
23259	Slashvirus	Genus	158:09:00	
18360	Proboscivirus	Genus	80:03:00	
24114	Emdodecavirus	Genus	135:00:00	
24037	Emdodecavirus	Genus	269:08:00	
1449	Rhadinovirus	Genus	71:07:00	
9834	Mardivirus	Genus	81:05:00	
2730	Whispovirus	Genus	191:00:00	31:08:00
8923	Cytomegalovirus	Genus	139:09:00	
2863	Whispovirus	Genus	258:01:00	
8922	Cytomegalovirus	Genus	357:08:00	
11601	Oscivirus	Genus	118:06:00	
10383	Firehammervirus	Genus	164:03:00	
30992	Nankokuvirus	Genus	154:04:00	
23263	Slashvirus	Genus	80:09:00	
10320	Firehammervirus	Genus	136:03:00	
20979	Agatevirus	Genus	142:02:00	
24093	Emdodecavirus	Genus	325:08:00	
2715	Whispovirus	Genus	261:05:00	
18321	Proboscivirus	Genus	270:01:00	
2148	Whispovirus	Genus	242:02:00	
23986	Emdodecavirus	Genus	273:01:00	
19406	Pandoravirus	Genus	455:08:00	
18518	Siminovitchvirus	Genus	114:00:00	
2657	Whispovirus	Genus	135:08:00	
22863	Muromegalovirus	Genus	100:07:00	
2810	Whispovirus	Genus	251:02:00	
1430	Rhadinovirus	Genus	155:03:00	
23317	Slashvirus	Genus	368:01:00	
28830	Seunavirus	Genus	108:01:00	
500	Xipapillomavirus	Genus	34:01:00	
8930	Cytomegalovirus	Genus	276:02:00	
10448	Firehammervirus	Genus	485:05:00	
27804	Betalipothrixvirus	Genus	496:01:00	
12727	Mastadenovirus	Genus	101:02:00	
10434	Firehammervirus	Genus	375:06:00	
10441	Firehammervirus	Genus	459:09:00	
2858	Whispovirus	Genus	487:01:00	
23964	Emdodecavirus	Genus	82:02:00	
18019	Felispumavirus	Genus	757:00:00	
9031	Cytomegalovirus	Genus	325:05:00	
10375	Firehammervirus	Genus	107:00:00	
23300	Slashvirus	Genus	130:07:00	
29174	Certrevirus	Genus	187:09:00	
24072	Emdodecavirus	Genus	323:07:00	
6604	Megalocytivirus	Genus	103:09:00	
8983	Cytomegalovirus	Genus	275:02:00	32:04:00
24014	Emdodecavirus	Genus	186:06:00	
13204	Mimivirus	Genus	113:00:00	
25225	Chlorovirus	Genus	116:04:00	43:01:00
24084	Emdodecavirus	Genus	179:00:00	
24347	Liefievirus	Genus	180:06:00	
27309	Alphasphaerolipovirus	Genus	70:03:00	
30529	Andromedavirus	Genus	157:08:00	37:09:00
21809	Cyprinivirus	Genus	486:02:00	
24085	Emdodecavirus	Genus	163:05:00	
13874	Saphexavirus	Genus	131:04:00	
19574	Pandoravirus	Genus	123:00:00	
21034	Agatevirus	Genus	187:01:00	
22636	Gaprivervirus	Genus	215:07:00	34:00:00
26570	Xipdecavirus	Genus	82:05:00	32:04:00
23260	Slashvirus	Genus	236:00:00	
2850	Whispovirus	Genus	157:07:00	
2856	Whispovirus	Genus	229:01:00	
2748	Whispovirus	Genus	160:08:00	
24046	Emdodecavirus	Genus	114:04:00	
14770	Mardivirus	Genus	110:09:00	41:08:00
22109	Asfivirus	Genus	211:08:00	
23472	Gordtnkvirus	Genus	224:03:00	138:06:00
8901	Cytomegalovirus	Genus	108:05:00	
8954	Cytomegalovirus	Genus	238:06:00	
15832	Rosebushvirus	Genus	107:02:00	
27808	Betalipothrixvirus	Genus	731:00:00	
8877	Cytomegalovirus	Genus	220:08:00	32:09:00
1771	Mardivirus	Genus	116:08:00	37:07:00
22127	Betabaculovirus	Genus	190:08:00	
20992	Agatevirus	Genus	172:00:00	
2857	Whispovirus	Genus	167:01:00	
1422	Rhadinovirus	Genus	333:00:00	
14769	Mardivirus	Genus	171:08:00	
18368	Proboscivirus	Genus	224:04:00	
25184	Chlorovirus	Genus	96:05:00	
27629	Chlorovirus	Genus	128:05:00	
10335	Firehammervirus	Genus	333:04:00	
24050	Emdodecavirus	Genus	306:05:00	
24068	Emdodecavirus	Genus	163:09:00	
18906	Pandoravirus	Genus	343:05:00	
2704	Whispovirus	Genus	304:08:00	
27803	Betalipothrixvirus	Genus	292:09:00	
23937	Emdodecavirus	Genus	297:08:00	
28713	Chloriridovirus	Genus	166:00:00	
10459	Firehammervirus	Genus	96:05:00	
4195	Cyprinivirus	Genus	149:08:00	
18475	Siminovitchvirus	Genus	137:02:00	85:04:00
22150	Betabaculovirus	Genus	194:02:00	
23254	Slashvirus	Genus	141:05:00	
23904	Emdodecavirus	Genus	173:05:00	
23991	Emdodecavirus	Genus	119:04:00	
2909	Whispovirus	Genus	194:09:00	73:03:00
2740	Whispovirus	Genus	175:04:00	
28682	Divavirus	Genus	230:09:00	
23061	Kuravirus	Genus	112:02:00	
2861	Whispovirus	Genus	189:01:00	
24485	Sobemovirus	Genus	216:08:00	
26569	Xipdecavirus	Genus	233:03:00	180:02:00
1002	Iflavirus	Genus	1293:09:00	
8900	Cytomegalovirus	Genus	212:03:00	
10115	Cytomegalovirus	Genus	39:04:00	
24099	Emdodecavirus	Genus	203:04:00	
27290	Alphasphaerolipovirus	Genus	97:08:00	
25578	Lomovskayavirus	Genus	102:09:00	35:07:00
13732	Felixounavirus	Genus	145:02:00	43:06:00
27445	Alphabaculovirus	Genus	165:09:00	76:08:00
25916	Betaentomopoxvirus	Genus	38:02:00	
8818	Orthopoxvirus	Genus	126:04:00	
10770	Rhadinovirus	Genus	220:02:00	
2685	Whispovirus	Genus	210:08:00	
8916	Cytomegalovirus	Genus	67:00:00	
27421	Yuavirus	Genus	119:05:00	
2787	Whispovirus	Genus	190:00:00	
27727	Pecentumvirus	Genus	133:02:00	
27961	Teseptimavirus	Genus	75:03:00	
22461	Parapoxvirus	Genus	102:06:00	48:02:00
13070	Schizotequatrovirus	Genus	209:03:00	37:03:00
2904	Whispovirus	Genus	213:04:00	
2695	Whispovirus	Genus	151:00:00	33:04:00
24074	Emdodecavirus	Genus	145:02:00	
2905	Whispovirus	Genus	269:08:00	
9242	Betacarmovirus	Genus	504:06:00	
9678	Mardivirus	Genus	143:06:00	
25182	Chlorovirus	Genus	148:09:00	33:05:00
25936	Yatapoxvirus	Genus	165:06:00	
10368	Firehammervirus	Genus	344:00:00	
18543	Siminovitchvirus	Genus	171:04:00	45:01:00
20101	Marseillevirus	Genus	312:03:00	
24454	Mamastrovirus	Genus	170:07:00	
4188	Cyprinivirus	Genus	882:02:00	
10388	Firehammervirus	Genus	216:08:00	
27965	Coopervirus	Genus	150:05:00	50:08:00
2283	Whispovirus	Genus	220:09:00	
2840	Whispovirus	Genus	188:09:00	
2596	Whispovirus	Genus	214:03:00	
2616	Whispovirus	Genus	241:04:00	
30661	Betaentomopoxvirus	Genus	187:04:00	
8936	Cytomegalovirus	Genus	573:04:00	
14823	Mardivirus	Genus	223:06:00	47:08:00
2653	Whispovirus	Genus	137:06:00	
21032	Agatevirus	Genus	108:05:00	
23979	Emdodecavirus	Genus	189:07:00	
21016	Agatevirus	Genus	123:08:00	
23442	Gordtnkvirus	Genus	220:07:00	43:03:00
23318	Slashvirus	Genus	175:01:00	
22680	Wildcatvirus	Genus	195:03:00	143:02:00
23311	Slashvirus	Genus	160:01:00	
10391	Firehammervirus	Genus	336:06:00	
20072	Marseillevirus	Genus	207:09:00	
12973	Schizotequatrovirus	Genus	131:07:00	31:09:00
9774	Alphabaculovirus	Genus	132:02:00	
25270	Chlorovirus	Genus	136:08:00	
1811	Mardivirus	Genus	241:05:00	
18517	Siminovitchvirus	Genus	116:09:00	
27754	Phikmvvirus	Genus	107:02:00	
1425	Rhadinovirus	Genus	185:08:00	
20789	Rogunavirus	Genus	36:06:00	
2778	Whispovirus	Genus	170:06:00	
20983	Agatevirus	Genus	220:05:00	
23250	Slashvirus	Genus	249:04:00	
23988	Emdodecavirus	Genus	162:04:00	
24012	Emdodecavirus	Genus	240:08:00	
14771	Mardivirus	Genus	270:00:00	
2916	Whispovirus	Genus	155:07:00	
17985	Gamaleyavirus	Genus	151:02:00	
2756	Whispovirus	Genus	322:01:00	
27293	Alphasphaerolipovirus	Genus	1025:06:00	254:07:00
30722	Ithacavirus	Genus	116:05:00	
23929	Emdodecavirus	Genus	195:05:00	
2717	Whispovirus	Genus	166:04:00	
25923	Betaentomopoxvirus	Genus	98:08:00	
10329	Firehammervirus	Genus	647:04:00	
26632	Krischvirus	Genus	150:09:00	
9025	Cytomegalovirus	Genus	245:08:00	
22152	Betabaculovirus	Genus	160:03:00	
18985	Pandoravirus	Genus	215:00:00	
25201	Chlorovirus	Genus	34:03:00	
24073	Emdodecavirus	Genus	176:00:00	
8995	Cytomegalovirus	Genus	237:07:00	
2724	Whispovirus	Genus	185:00:00	
21555	Gamaleyavirus	Genus	111:01:00	
8994	Cytomegalovirus	Genus	150:02:00	
